"region","district","L3","L4","L5","lon","lat"
"Iburasirazuba","Nyagatare","Gatunda","Rwensheke","Rwensheke",30.1955810188843,-1.40680559937597
"Iburengerazuba","Karongi","Murambi","Mubuga","Migina",29.5856033381538,-2.13855746210447
"Iburasirazuba","Kirehe","Nasho","Ntaruka","Nyagasozi",30.7092822987561,-2.12715765072113
"Iburasirazuba","Gatsibo","Kabarore","Marimba","Kanteri",30.3216173031328,-1.59533315237546
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Karambo",29.9886049965976,-2.16272700374709
"Iburengerazuba","Nyabihu","Rugera","Marangara","Giko",29.6033818870338,-1.61285546152543
"Iburasirazuba","Bugesera","Gashora","Mwendo","Gaharwa",30.2499546321745,-2.27135258169973
"Amajyaruguru","Musanze","Kinigi","Bisoke","Bunyenyeri",29.5156485801213,-1.45403050887326
"Iburasirazuba","Kirehe","Nyamugari","Kagasa","Nyamirama",30.7951746959126,-2.33328935535996
"Iburengerazuba","Karongi","Gitesi","Kanunga","Karongi",29.3897720390129,-2.12319283876028
"Amajyepfo","Huye","Tumba","Cyimana","Akamuhoza",29.7642158108459,-2.63233344136459
"Iburasirazuba","Gatsibo","Gitoki","Mpondwa","Tsima",30.2990891447224,-1.64922765049194
"Iburasirazuba","Bugesera","Mayange","Mbyo","Cyaruhiririra",30.1598545020867,-2.2569234968019
"Iburasirazuba","Bugesera","Mayange","Mbyo","Rwimikoni I",30.168844414339,-2.24347364649442
"Iburasirazuba","Nyagatare","Mimuri","Rugari","Ubumwe",30.2563655100048,-1.4390231939342
"Iburengerazuba","Rubavu","Nyundo","Kavomo","Gitwa",29.3197970303707,-1.73652349057399
"Iburasirazuba","Kayonza","Nyamirama","Musumba","Nyagasambu",30.5491841253067,-1.94956388128389
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.3319544475135,-2.60134864154595
"Umujyi wa Kigali","Kicukiro","Kanombe","Rubirizi","Zirakamwa",30.1303086095017,-1.99489848829897
"Iburengerazuba","Rubavu","Nyamyumba","Kinigi","Pfunda",29.3085423345419,-1.7115877742156
"Iburasirazuba","Kayonza","Gahini","Kahi","Tsima",30.60769822604,-1.84869348398913
"Iburengerazuba","Karongi","Mutuntu","Gasharu","Gasharu",29.4124166440807,-2.24982796737787
"Amajyaruguru","Gakenke","Busengo","Kirabo","Kirabo",29.74969488628,-1.64814445074051
"Amajyepfo","Huye","Mbazi","Mutunda","Kinyana",29.7392985143876,-2.55760519654292
"Iburasirazuba","Nyagatare","Rwimiyaga","Ntoma","Kibuye",30.4345056257591,-1.18837422617789
"Amajyepfo","Gisagara","Muganza","Cyumba","Kabacuzi",29.8881100031702,-2.66056760354329
"Iburasirazuba","Bugesera","Musenyi","Gicaca","Rusagara",30.0381861492142,-2.20157342707883
"Amajyepfo","Nyaruguru","Kivu","Gahurizo","Gasezo",29.4039745888353,-2.59972726278726
"Amajyaruguru","Musanze","Gataraga","Rungu","Gahira",29.4548557765519,-1.50985504417717
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.7473360411255,-1.70136635317882
"Amajyepfo","Nyaruguru","Muganza","Uwacyiza","Migendo",29.4558746113523,-2.66341542936321
"Iburasirazuba","Nyagatare","Karama","Kabuga","Rwebishirira",30.1776082853661,-1.34571961674668
"Iburengerazuba","Rubavu","Nyakiriba","Gikombe","Kitarimwa",29.3490492427725,-1.68488401922831
"Iburasirazuba","Kayonza","Murama","Muko","Gihazo",30.5965805949255,-2.06508468062362
"Amajyepfo","Nyaruguru","Busanze","Shororo","Murambi",29.5280776013348,-2.74083259196944
"Umujyi wa Kigali","Gasabo","Rutunga","Kigabiro","Rukerereza",30.2135413943946,-1.83781989853061
"Iburasirazuba","Kayonza","Rwinkwavu","Gihinga","Akajevuba",30.6167490292365,-1.92772120113007
"Amajyaruguru","Burera","Butaro","Muhotora","Murambo",29.8735821323445,-1.4282791293736
"Amajyepfo","Nyamagabe","Mugano","Gitondorero","Gitondorero",29.5070444693129,-2.32293921596616
"Iburasirazuba","Kayonza","Rwinkwavu","Mukoyoyo","Busasamana",30.648316972145,-1.97315895075314
"Iburengerazuba","Ngororero","Kabaya","Mwendo","Merabuye",29.5493716698689,-1.79287607011735
"Amajyepfo","Nyanza","Muyira","Migina","Kalilisi",29.8312770613377,-2.37110583291707
"Iburengerazuba","Rusizi","Giheke","Giheke","Murambi",28.962664539183,-2.47166971067557
"Iburasirazuba","Nyagatare","Nyagatare","Ryabega","Marongero",30.402810518262,-1.35714672948231
"Iburasirazuba","Kayonza","Kabare","Kirehe","Kabuhome",30.6934629856816,-2.07963081265585
"Amajyaruguru","Musanze","Gashaki","Muharuro","Karuganda",29.7452104567137,-1.5465617725705
"Amajyepfo","Nyaruguru","Ngoma","Kiyonza","Munini",29.6744394129402,-2.75569080281225
"Iburasirazuba","Rwamagana","Karenge","Nyabubare","Rwinka",30.2857610777447,-2.0754269257551
"Iburengerazuba","Rutsiro","Musasa","Gisiza","Gihinga",29.3603784274045,-1.94457835871378
"Iburasirazuba","Nyagatare","Karangazi","Mbare","Kajumo",30.3734893204474,-1.41771817062906
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Nyamirama I",30.4703171101581,-1.4570953592756
"Amajyepfo","Ruhango","Byimana","Nyakabuye","Nyarubumbiro",29.7251831983826,-2.15341895786404
"Amajyepfo","Nyaruguru","Muganza","Uwacyiza","Mutovu",29.4694142526679,-2.67934247975986
"Amajyaruguru","Gicumbi","Rutare","Munanira","Kirwa",30.1256917422765,-1.72863939570713
"Iburasirazuba","Rwamagana","Kigabiro","Sibagire","Cyimpima",30.4365868512018,-1.98673623904264
"Iburasirazuba","Gatsibo","Gitoki","Mpondwa","Bwiza",30.2945858647905,-1.63790302729801
"Iburengerazuba","Rusizi","Nyakarenzo","Gatare","Rwindare",28.9425364612021,-2.54377767676871
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Nyakabande",30.713834619637,-2.16780084688671
"Amajyaruguru","Burera","Cyeru","Butare","Kamata",29.8307658417603,-1.51808863866106
"Iburasirazuba","Nyagatare","Mimuri","Mimuri","Isangano",30.2631051738588,-1.47066959735569
"Iburengerazuba","Rusizi","Butare","Rwambogo","Cyaruhiza",29.1203150136581,-2.55207588413229
"Iburasirazuba","Kayonza","Kabarondo","Cyinzovu","Bitoma",30.5559971329817,-2.02406380780384
"Iburengerazuba","Nyabihu","Muringa","Gisizi","Kinihira",29.4953435784979,-1.74496172578498
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Rusumo",30.6778414852125,-2.21027804711782
"Iburasirazuba","Bugesera","Ntarama","Kibungo","Kiganwa",30.0515570678986,-2.06857196786338
"Umujyi wa Kigali","Gasabo","Jali","Nyabuliba","Rubona",30.0266795141164,-1.91715012573122
"Amajyepfo","Nyaruguru","Muganza","Rukore","Nyagisenyi",29.4401085335897,-2.65875927252019
"Amajyaruguru","Burera","Nemba","Rushara","Mugomero",29.8487654802129,-1.55211282227491
"Iburasirazuba","Rwamagana","Kigabiro","Bwiza","Munini",30.4501011992491,-1.98687595340504
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Karubanzangabo",30.0066156887431,-2.16064630737742
"Iburasirazuba","Gatsibo","Remera","Nyagakombe","Nyamarebe",30.3216096036583,-1.69231772816089
"Iburengerazuba","Nyamasheke","Kirimbi","Karengera","Gisenyi",29.2639122414674,-2.27557720411442
"Iburasirazuba","Bugesera","Ruhuha","Kindama","Rebero",30.0721096102128,-2.31247826700986
"Amajyepfo","Nyamagabe","Kaduha","Kavumu","Biziguro",29.5070864649132,-2.35228889532786
"Iburasirazuba","Nyagatare","Rwempasha","Mishenyi","Mishenyi",30.2700207233225,-1.25423826996407
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.5513524118437,-1.61807291271253
"Iburengerazuba","Nyamasheke","Rangiro","Banda","Gasumo",29.1898983354257,-2.44879555509017
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.7022981834061,-1.54980974973284
"Amajyepfo","Nyaruguru","Cyahinda","Rutobwe","Rugarama",29.6137408482489,-2.79127322979384
"Iburengerazuba","Ngororero","Muhanda","Bugarula","Gatomvu",29.4638380748853,-1.76948788238923
"Amajyepfo","Nyaruguru","Ruheru","Ruyenzi","Tambananga",29.4200808317324,-2.76246072384859
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe",30.4704939823804,-1.23386429489525
"Amajyepfo","Nyaruguru","Ngera","Mukuge","Cyamutumba",29.6810173923606,-2.67898450577027
"Iburasirazuba","Nyagatare","Nyagatare","Cyabayaga","Cyabayaga",30.2924115585642,-1.41685246962742
"Amajyaruguru","Gakenke","Muhondo","Musenyi","Kigali",29.8712713789415,-1.77119730304071
"Iburengerazuba","Rusizi","Butare","Rwambogo","Rutovu",29.109109077227,-2.57682318653898
"Iburasirazuba","Nyagatare","Kiyombe","Tovu","Rugarama",30.1302813329163,-1.39935259743171
"Iburasirazuba","Kirehe","Musaza","Mubuga","Kiyovu",30.6373963016255,-2.28654780679762
"Iburengerazuba","Karongi","Gashari","Tongati","Nyagisozi",29.5023583875028,-2.17389857240987
"Iburengerazuba","Rubavu","Rugerero","Rugerero","Kabarora",29.306290895762,-1.69350864696886
"Iburasirazuba","Kirehe","Nyamugari","Kiyanzi","Kagera",30.7726220007059,-2.31952266653335
"Iburengerazuba","Ngororero","Gatumba","Rusumo","Kagarama",29.6102088791959,-1.94467610027085
"Iburengerazuba","Karongi","Gashari","Musasa","Musasa",29.5135682972652,-2.13111184236452
"Iburasirazuba","Gatsibo","Nyagihanga","Kibare","Murambi",30.1865126090212,-1.53301871230789
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7023067345237,-1.83166197138781
"Amajyepfo","Huye","Rwaniro","Kibiraro","Nyarunyinya",29.7120577212703,-2.43319257927016
"Amajyaruguru","Gakenke","Gashenyi","Rukura","Kirambo",29.8262353057301,-1.68951992255415
"Iburasirazuba","Ngoma","Rurenge","Musya","Runazi",30.5313177204184,-2.12756256407778
"Amajyepfo","Muhanga","Nyamabuye","Remera","Gasenyi",29.7431082664758,-2.06556742372796
"Iburasirazuba","Bugesera","Shyara","Rebero","Gateko",29.9864361719901,-2.23266243388598
"Iburengerazuba","Nyabihu","Bigogwe","Kijote","Bukinanyana",29.4480758003098,-1.63617407640036
"Umujyi wa Kigali","Kicukiro","Kanombe","Rubirizi","Beninka",30.1280502594935,-1.98585113220546
"Iburasirazuba","Kirehe","Musaza","Gasarabwayi","Gicuma",30.6195434113194,-2.39238226640023
"Iburengerazuba","Nyabihu","Rambura","Mutaho","Bukinanyana",29.4368220062336,-1.70828987899378
"Amajyepfo","Nyaruguru","Munini","Ngarurira","Akarehe",29.5392611779191,-2.70931925616884
"Iburasirazuba","Gatsibo","Muhura","Rumuli","Karama",30.3013430423629,-1.72593959820337
"Iburengerazuba","Nyamasheke","Kirimbi","Cyimpindu","Kamatare",29.2256692228063,-2.28652484713201
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Kacyiru",30.8219666620577,-2.15766150845113
"Umujyi wa Kigali","Gasabo","Rutunga","Kabaliza","Rwanyanza",30.1685030446122,-1.83736023879667
"Amajyepfo","Nyanza","Kibilizi","Rwotso","Runyonza",29.8651142368236,-2.41205391488705
"Iburengerazuba","Nyabihu","Kabatwa","Rugarama","Masasa",29.4368372812691,-1.55256034074411
"Iburasirazuba","Bugesera","Juru","Juru","Nyamigende",30.2429776725074,-2.0817633376954
"Iburengerazuba","Nyamasheke","Karambi","Gitwe","Taba",29.317984018341,-2.32122184449459
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Murundi",30.515307933047,-1.6695539235048
"Iburasirazuba","Bugesera","Mayange","Kibirizi","Gacyamo",30.1529745198988,-2.15531848293969
"Iburengerazuba","Nyamasheke","Cyato","Bisumo","Munini",29.2956424489039,-2.43166456060169
"Iburengerazuba","Rutsiro","Ruhango","Gihira","Bitenga",29.4030886783615,-1.83436931234973
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6594882900639,-1.57414430285872
"Amajyepfo","Ruhango","Ntongwe","Gako","Kamakara",29.8761594769548,-2.2699659288874
"Iburasirazuba","Kayonza","Murama","Murama","Rusaro",30.6168285358131,-2.03597614708586
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5041241942003,-1.4213819841304
"Amajyepfo","Muhanga","Kabacuzi","Kavumu","Rebero",29.740763218922,-1.93464725024622
"Amajyepfo","Huye","Kigoma","Rugarama","Kabumba",29.6670484314853,-2.44180542611064
"Iburengerazuba","Karongi","Murambi","Nyarunyinya","Murambi",29.5856314470661,-2.16564520807839
"Iburasirazuba","Ngoma","Zaza","Ruhembe","Rugarama",30.4052678978352,-2.20297057582678
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.6099800767035,-1.44733808435237
"Iburengerazuba","Rusizi","Mururu","Tara","Mukorazuba",28.8727624847429,-2.52963482985129
"Amajyepfo","Nyanza","Ntyazo","Katarara","Muhero",29.9326612205979,-2.41269438298681
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5176826093578,-1.35839370976377
"Iburengerazuba","Rusizi","Kamembe","Cyangugu","Karangiro",28.9086971726692,-2.4915385648132
"Amajyaruguru","Musanze","Shingiro","Mugari","Terimbere",29.4728707113511,-1.48520584455357
"Iburasirazuba","Ngoma","Sake","Kibonde","Kabare",30.4278536684857,-2.25057388208996
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.805912690236,-1.66367634858868
"Amajyepfo","Nyamagabe","Kibumbwe","Nyakiza","Zigati",29.5093881397284,-2.38617504321304
"Amajyaruguru","Gicumbi","Nyankenke","Rutete","Ruhinga",30.015361903164,-1.60343634695309
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6820424502852,-1.49773062201607
"Amajyepfo","Nyamagabe","Gatare","Gatare","Uwisuri",29.3270873760355,-2.39130033109918
"Amajyepfo","Huye","Rusatira","Kimirehe","Kavumu",29.7909085332521,-2.46553009677146
"Iburasirazuba","Kayonza","Ndego","Byimana","Kururembo",30.7001839000393,-2.03910736087033
"Iburengerazuba","Nyabihu","Rurembo","Murambi","Kabyaza",29.5718663485305,-1.64414176544189
"Iburasirazuba","Bugesera","Musenyi","Gicaca","Cyanika",30.0089113025692,-2.19903102967681
"Iburasirazuba","Bugesera","Rilima","Karera","Ruyenzi",30.1799662833635,-2.12625526940212
"Iburengerazuba","Rutsiro","Nyabirasi","Mubuga","Rushubi",29.3738236553098,-1.80926405277421
"Iburasirazuba","Bugesera","Juru","Mugorore","Mugorore",30.2430273478797,-2.13139825198012
"Iburasirazuba","Bugesera","Mayange","Mbyo","Rugarama",30.1418064472773,-2.23192494467444
"Amajyaruguru","Gakenke","Kamubuga","Kidomo","Nyamusongati",29.8239955551221,-1.57442583251424
"Amajyepfo","Nyamagabe","Mbazi","Mutiwingoma","Gatwa",29.5611289165886,-2.36633035651417
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Miyaga",30.562615841046,-1.74222234546925
"Amajyaruguru","Gakenke","Rushashi","Rwankuba","Rwamabega",29.869013838091,-1.73507304189344
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.2801584466029,-2.58508546813894
"Amajyepfo","Kamonyi","Karama","Bunyonga","Nyenyeri",29.8443271893008,-1.94693869856181
"Amajyaruguru","Rulindo","Bushoki","Nyirangarama","Terambere",29.8847695605579,-1.67431044206973
"Iburasirazuba","Kirehe","Kigarama","Kiremera","Kiremera",30.7230444747791,-2.31224235215389
"Amajyepfo","Nyaruguru","Muganza","Samiyonga","Tangabo",29.368090578277,-2.66263955517162
"Iburasirazuba","Nyagatare","Karama","Nyakiga","Kavumu",30.1708233595816,-1.38624568240798
"Iburasirazuba","Rwamagana","Nyakaliro","Gishore","Rususa",30.2339058189782,-2.00722223524619
"Iburengerazuba","Nyabihu","Rambura","Nyundo","Nama",29.5223474282043,-1.67751381467267
"Iburasirazuba","Kirehe","Gahara","Nyakagezi","Rurama",30.4932402478039,-2.29635429316631
"Amajyepfo","Nyamagabe","Kitabi","Mukungu","Karambi",29.4668160062848,-2.50319450034825
"Iburasirazuba","Kayonza","Murundi","Ryamanyoni","Ubwiza",30.51756520526,-1.74174346817827
"Iburengerazuba","Rubavu","Nyundo","Mukondo","Buroha",29.3445507960278,-1.72547068254838
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.733862025811,-1.86807960761193
"Iburengerazuba","Rusizi","Nzahaha","Rebero","Kabuyange",28.9674825446917,-2.6478950741744
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4860455333307,-1.54972069237814
"Amajyepfo","Kamonyi","Karama","Bunyonga","Nyarurembo",29.8353246310601,-1.9513639795082
"Iburasirazuba","Kayonza","Ruramira","Bugambira","Agatare",30.4951995597377,-2.04824349968023
"Amajyepfo","Nyaruguru","Cyahinda","Gasasa","Gasasa",29.6068268833174,-2.72347189564416
"Amajyepfo","Kamonyi","Rugarika","Masaka","Mpungwe",29.9794790760198,-2.03852697756201
"Iburengerazuba","Rubavu","Nyamyumba","Kinigi","Karambi",29.304042481389,-1.72283171435023
"Iburengerazuba","Nyamasheke","Ruharambuga","Ntendezi","Kigenge",29.0346176797611,-2.44066778055123
"Amajyaruguru","Gakenke","Ruli","Busoro","Cyoganyoni",29.8442637890421,-1.80477593986992
"Iburasirazuba","Kirehe","Mpanga","Mushongi","Mushongi",30.8060636073331,-2.02895459317976
"Amajyaruguru","Gakenke","Janja","Gakindo","Kabusoro",29.6799104221558,-1.66550814761883
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.7608531617112,-1.69249452228162
"Iburengerazuba","Rusizi","Gikundamvura","Mpinga","Kagari",29.0596448502171,-2.59898477411723
"Iburengerazuba","Nyabihu","Rambura","Mutaho","Kiraza",29.486335678951,-1.66813905636912
"Iburengerazuba","Karongi","Gitesi","Kirambo","Kirambo",29.4145290784537,-2.1234210041059
"Iburasirazuba","Kirehe","Nyamugari","Kiyanzi","Nyarwamura",30.770383205461,-2.32852102427879
"Iburasirazuba","Gatsibo","Remera","Rurenge","Kagunga",30.3261156819017,-1.7194310161902
"Iburasirazuba","Gatsibo","Kabarore","Karenge","Nyarubuye",30.3936832412294,-1.62315783392618
"Amajyepfo","Nyamagabe","Mugano","Sovu","Rugarama Ii",29.4799532421433,-2.26173506041858
"Amajyaruguru","Rulindo","Masoro","Shengampuli","Umubuga",30.076171005138,-1.81160722381747
"Iburengerazuba","Rusizi","Bweyeye","Gikungu","Kibonajoro",29.2463695952387,-2.56898119039206
"Iburasirazuba","Nyagatare","Tabagwe","Nyabitekeri","Kabirizi",30.2542121530227,-1.30142772275734
"Iburasirazuba","Bugesera","Juru","Rwinume","Gisororo",30.2114847189019,-2.11754529127663
"Iburengerazuba","Nyamasheke","Kanjongo","Kigarama","Gatare",29.1492293701569,-2.34004156021644
"Amajyepfo","Huye","Kinazi","Byinza","Rwerinka",29.8156044281031,-2.42513051633899
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.6167862592918,-1.37300815485604
"Iburasirazuba","Gatsibo","Kageyo","Busetsa","Rugarama",30.2788228405029,-1.62420506933148
"Amajyepfo","Nyaruguru","Ngoma","Nyamirama","Bihembe",29.6812920078335,-2.79639453762471
"Amajyepfo","Gisagara","Save","Gatoki","Nyarigina",29.7685445455062,-2.54658800390366
"Amajyaruguru","Musanze","Nkotsi","Mubago","Nyarubingo",29.5898829889973,-1.57661686984037
"Iburasirazuba","Rwamagana","Muhazi","Nyarusange","Umubuga",30.4500718662799,-1.94401964663398
"Amajyepfo","Nyanza","Cyabakamyi","Karama","Gatongati",29.6353065493506,-2.29252022304167
"Amajyaruguru","Gicumbi","Ruvune","Gashirira","Remera",30.154969141018,-1.60036005877865
"Amajyepfo","Muhanga","Rongi","Ruhango","Burerabana",29.7159662420111,-1.86444703584668
"Iburasirazuba","Ngoma","Remera","Bugera","Kiyovu",30.522248358621,-2.06882352205888
"Iburengerazuba","Rubavu","Nyundo","Mukondo","Busogo",29.3423005588172,-1.72770664545209
"Amajyepfo","Nyaruguru","Kivu","Kivu","Murambi",29.5030975729947,-2.64125548465932
"Iburasirazuba","Kirehe","Nasho","Rugoma","Rebezo",30.6619623612157,-2.11764110113904
"Amajyaruguru","Gakenke","Coko","Mbirima","Murambi",29.8307523021499,-1.79110359163275
"Amajyepfo","Nyaruguru","Kibeho","Nyange","Nkomero",29.5211583949741,-2.66625507887818
"Amajyaruguru","Gicumbi","Rukomo","Mabare","Kararama",30.0896691737813,-1.59066287202732
"Amajyepfo","Nyanza","Busoro","Shyira","Nyamoyaga",29.9098851431757,-2.23417938409096
"Iburengerazuba","Karongi","Rwankuba","Bigugu","Kavumu",29.3763428475802,-2.1953138628986
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.607687735286,-1.5352494085758
"Amajyepfo","Kamonyi","Kayumbu","Busoro","Buramba",29.8128351993197,-1.98725177166594
"Iburengerazuba","Rutsiro","Gihango","Murambi","Karugaju",29.367131340842,-1.94689861492111
"Iburasirazuba","Ngoma","Sake","Nkanga","Kanazi",30.4187907330481,-2.20987537413961
"Iburengerazuba","Ngororero","Gatumba","Ruhanga","Butare",29.6304799071599,-1.96518279437133
"Amajyaruguru","Gakenke","Coko","Kiruku","Bukamba",29.8374969134777,-1.746041568216
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.7653729909055,-1.57079338539436
"Amajyepfo","Huye","Ngoma","Butare","Kabutare",29.7529113196688,-2.60965390289277
"Amajyaruguru","Burera","Rusarabuye","Ndago","Gaseke",29.8195298388852,-1.46833963391082
"Amajyaruguru","Gicumbi","Muko","Cyamuhinda","Rugaragara",30.200000493454,-1.70007720875796
"Amajyepfo","Nyaruguru","Ngoma","Kibangu","Kirehe",29.6586217429602,-2.73071162177833
"Umujyi wa Kigali","Kicukiro","Niboye","Gatare","Rugunga",30.1167863961882,-1.97896965650086
"Amajyaruguru","Gicumbi","Kageyo","Gihembe","Karihira",30.0694005963847,-1.60850124926528
"Iburasirazuba","Bugesera","Ruhuha","Gikundamvura","Gikundamvura",30.0923502166351,-2.29462243353681
"Iburengerazuba","Karongi","Gishyita","Musasa","Kirunga",29.3200401643523,-2.1586767489462
"Amajyepfo","Nyamagabe","Gasaka","Remera","Kabeza",29.570281323538,-2.45897710363082
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5537080203686,-1.379080319669
"Amajyepfo","Huye","Kigoma","Kabatwa","Mahwa",29.6580705748237,-2.4575251638945
"Iburasirazuba","Nyagatare","Musheri","Kibirizi","Nyamenge",30.3422510716268,-1.11521002370663
"Iburengerazuba","Rutsiro","Musasa","Nyarubuye","Gitete",29.3401199625412,-1.93761774623684
"Amajyepfo","Nyaruguru","Ruheru","Uwumusebeya","Uwimbogo",29.3931823368432,-2.80965091001796
